medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,1/13/2013 11:13,CSH,7.5,0,0.5,0,0,8
057CFB402254395B4EE4CC11F10474CF,F8183DA465EB5C606FBB4642E9D0E90B,VTS,1/13/2013 2:15,CRD,28,0.5,0.5,5.7,0,34.7
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,1/13/2013 10:25,CRD,52,0,0.5,0,4.8,57.3
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,1/13/2013 12:57,CRD,4.5,0,0.5,1.5,0,6.5
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,1/13/2013 13:05,CSH,4.5,0,0.5,0,0,5
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,1/13/2013 7:32,CSH,33,0,0.5,0,0,33.5
05806CBB0C7B66A910AADB4AFDCBBFD6,388EEFE1B51C16CCD460156FCCBCC8FD,VTS,1/13/2013 4:39,CRD,10.5,0.5,0.5,2.2,0,13.7
05806CBB0C7B66A910AADB4AFDCBBFD6,E7C39FE01F2EF2579F0E94F2C4B23DE1,VTS,1/13/2013 12:55,CRD,4.5,0,0.5,1,0,6
05806CBB0C7B66A910AADB4AFDCBBFD6,388EEFE1B51C16CCD460156FCCBCC8FD,VTS,1/13/2013 2:41,CRD,8.5,0.5,0.5,1,0,10.5
05806CBB0C7B66A910AADB4AFDCBBFD6,E7C39FE01F2EF2579F0E94F2C4B23DE1,VTS,1/13/2013 14:06,CSH,4.5,0,0.5,0,0,5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 11:09,CRD,9,0,0.5,1,0,10.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 9:02,CRD,8,0,0.5,1.6,0,10.1
0587ABA72D8647D95EB0B624726381E6,71E7D2B51441AEE936FA999710600A83,VTS,1/13/2013 2:31,CRD,9,0.5,0.5,1.9,0,11.9
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 9:37,CRD,7,0,0.5,1.4,0,8.9
0587ABA72D8647D95EB0B624726381E6,71E7D2B51441AEE936FA999710600A83,VTS,1/13/2013 3:33,CRD,7.5,0.5,0.5,1.6,0,10.1
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 10:54,CSH,7.5,0,0.5,0,0,8
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 13:27,CRD,3.5,0,0.5,0.7,0,4.7
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 10:47,CRD,5,0,0.5,1,0,6.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 12:42,CRD,13.5,0,0.5,2.5,0,16.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 13:32,CSH,3,0,0.5,0,0,3.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 7:50,CSH,6,0,0.5,0,0,6.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 12:07,CSH,12,0,0.5,0,0,12.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 12:34,CRD,5,0,0.5,1,0,6.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 14:25,CSH,4.5,0,0.5,0,0,5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 13:02,CSH,13,0,0.5,0,0,13.5
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1/13/2013 15:00,CSH,5.5,0,0.5,0,0,6
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 10:28,CSH,5.5,0,0.5,0,0,6
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 9:37,CSH,5,0,0.5,0,0,5.5
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 6:48,CRD,6.5,0,0.5,2,0,9
058B88122B679AEECA0A6D7C12D0F6FD,C9141BBE7BD1F92AA7A7C649B53E5CCB,VTS,1/13/2013 3:34,CSH,6.5,0.5,0.5,0,0,7.5
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 10:38,CRD,7,0,0.5,1.4,0,8.9
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 7:09,CRD,6.5,0,0.5,1,0,8
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 9:47,CSH,10,0,0.5,0,0,10.5
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 10:51,CRD,7,0,0.5,1.4,0,8.9
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 11:42,CRD,9.5,0,0.5,1.9,0,11.9
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 11:20,CRD,12.5,0,0.5,1.75,0,14.75
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 11:06,CSH,5.5,0,0.5,0,0,6
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 14:12,CSH,5,0,0.5,0,0,5.5
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 11:11,CRD,7.5,0,0.5,7,0,15
058B88122B679AEECA0A6D7C12D0F6FD,C515D41B83458CB4215AD981B575C1E9,VTS,1/13/2013 10:08,CSH,10,0,0.5,0,0,10.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 9:36,CRD,6,0,0.5,1,0,7.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 9:23,CSH,7.5,0,0.5,0,0,8
05957CAE639FBEF3437C288251786169,9A5E272DDECB44EA77FE740F5351CDDA,VTS,1/13/2013 2:02,CRD,12,0.5,0.5,2.5,0,15.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 10:32,CRD,9.5,0,0.5,2,0,12
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 11:03,CSH,9.5,0,0.5,0,0,10
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 11:17,CSH,6.5,0,0.5,0,0,7
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 10:46,CSH,9,0,0.5,0,0,9.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 11:26,CSH,3.5,0,0.5,0,0,4
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 11:57,CSH,5,0,0.5,0,0,5.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 11:32,CSH,6,0,0.5,0,0,6.5
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 12:58,CSH,6.5,0,0.5,0,0,7
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 12:35,CSH,16.5,0,0.5,0,0,17
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 12:03,CRD,18.5,0,0.5,3.7,0,22.7
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1/13/2013 13:04,CRD,14.5,0,0.5,2,4.8,21.8
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 4:31,CRD,20,0.5,0.5,4.1,0,25.1
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 10:59,CRD,52,0,0.5,10.4,4.8,67.7
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 12:48,CRD,14,0,0.5,2.8,0,17.3
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 13:27,CRD,5,0,0.5,1.5,0,7
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 13:04,CSH,7,0,0.5,0,0,7.5
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 11:32,CSH,9,0,0.5,0,0,9.5
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,1/13/2013 13:33,CRD,18,0,0.5,1.5,0,20
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1/13/2013 7:33,CRD,45,0,0.5,0,0,45.5
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1/13/2013 9:53,CRD,45,0,0.5,9,0,54.5
059E5BF1D421092E005D3A74304CEED3,D8AA5AEE5F1CBB3897197CAA992902F4,VTS,1/13/2013 2:10,CSH,10,0.5,0.5,0,0,11
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1/13/2013 13:21,CSH,11,0,0.5,0,0,11.5
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1/13/2013 12:40,CRD,52,0,0.5,10.4,4.8,67.7
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1/13/2013 13:13,CRD,6.5,0,0.5,1.3,0,8.3
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 6:48,CRD,13,0,0.5,5,0,18.5
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 9:22,CRD,6.5,0,0.5,1.3,0,8.3
05A2592466AB832E2A8038DF66521671,0FEC221DFC2A9F1DF53781FB81E3720B,VTS,1/13/2013 4:38,CSH,19,0.5,0.5,0,0,20
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 7:04,CSH,4.5,0,0.5,0,0,5
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 11:08,CSH,7.5,0,0.5,0,0,8
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 9:14,CSH,5.5,0,0.5,0,0,6
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 11:15,CSH,9,0,0.5,0,0,9.5
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 10:26,CSH,8.5,0,0.5,0,0,9
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 11:29,CSH,9,0,0.5,0,0,9.5
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 12:05,CSH,21.5,0,0.5,0,0,22
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 8:02,CRD,6,0,0.5,1.5,0,8
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 11:02,CSH,3,0,0.5,0,0,3.5
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 15:30,CSH,3.5,0,0.5,0,0,4
05A2592466AB832E2A8038DF66521671,0124A558E529199A87ABDD93A0939330,VTS,1/13/2013 10:49,CRD,10,0,0.5,2,0,12.5
05CBBA266C228F2E5DB81C94F32A3E84,798B8485F641D6C21335BB68F13A47EB,VTS,1/13/2013 3:37,CSH,8,0.5,0.5,0,0,9
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 9:57,CRD,3.5,0,0.5,0.7,0,4.7
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 9:42,CRD,13.5,0,0.5,2,0,16
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 12:46,CSH,4.5,0,0.5,0,0,5
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 11:58,CSH,12.5,0,0.5,0,0,13
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 12:57,CRD,6.5,0,0.5,1,0,8
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 11:31,CSH,9,0,0.5,0,0,9.5
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 13:03,CSH,5,0,0.5,0,0,5.5
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 12:18,CSH,5,0,0.5,0,0,5.5
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 11:46,CSH,3,0,0.5,0,0,3.5
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 15:27,CRD,7,0,0.5,1.5,0,9
05CBBA266C228F2E5DB81C94F32A3E84,062990D65F55D7AC379B771055B31819,VTS,1/13/2013 12:26,CRD,24,0,0.5,3.6,0,28.1
05DF1C9C9A46A990E7B61EE8C6C3ED2C,1D2A363E3835B2C2DD5794B41BCFF363,VTS,1/13/2013 4:29,CRD,24.5,0.5,0.5,5,0,30.5
05DF1C9C9A46A990E7B61EE8C6C3ED2C,1D2A363E3835B2C2DD5794B41BCFF363,VTS,1/13/2013 4:18,CRD,11.5,0.5,0.5,2.4,0,14.9
05DF1C9C9A46A990E7B61EE8C6C3ED2C,1D2A363E3835B2C2DD5794B41BCFF363,VTS,1/13/2013 3:39,CRD,6.5,0.5,0.5,1.4,0,8.9
05DF1C9C9A46A990E7B61EE8C6C3ED2C,B96932794E900441875101AF789808A4,VTS,1/13/2013 12:35,CSH,34,0,0.5,0,4.8,39.3
05DF1C9C9A46A990E7B61EE8C6C3ED2C,B96932794E900441875101AF789808A4,VTS,1/13/2013 11:34,CRD,16,0,0.5,3.2,4.8,24.5
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 6:52,CRD,17,0,0.5,1.5,0,19
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 10:28,CSH,7.5,0,0.5,0,0,8
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 9:24,CRD,6.5,0,0.5,1.95,0,8.95
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 10:48,CRD,10.5,0,0.5,3.15,0,14.15
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 9:32,CRD,20,0,0.5,4,0,24.5
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 8:22,CRD,13,0,0.5,3.25,0,16.75
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 9:49,CRD,4.5,0,0.5,1.12,0,6.12
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 11:56,CRD,7,0,0.5,1.4,0,8.9
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 6:39,CRD,16.5,0,0.5,3.3,0,20.3
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 11:29,CSH,10,0,0.5,0,0,10.5
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 7:10,CRD,34.5,0,0.5,4,0,39
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 13:23,CSH,14.5,0,0.5,0,0,15
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 11:00,CRD,4,0,0.5,0.8,0,5.3
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 11:43,CRD,6,0,0.5,1,0,7.5
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 10:07,CSH,5.5,0,0.5,0,0,6
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 13:02,CRD,9.5,0,0.5,1.9,0,11.9
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 8:34,CSH,5.5,0,0.5,0,0,6
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 12:51,CRD,9,0,0.5,2,0,11.5
05E791EBACCC57E096D5847D34589DF1,B10BCA9CC7AB926E02B58C026834EA6B,VTS,1/13/2013 14:53,CSH,11,0,0.5,0,0,11.5
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 10:28,CRD,7.5,0,0.5,2,0,10
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 11:06,CRD,16.5,0,0.5,3.3,0,20.3
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 13:19,CSH,5.5,0,0.5,0,0,6
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 10:47,CRD,12.5,0,0.5,2,0,15
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 11:24,CRD,11,0,0.5,2.75,0,14.25
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 11:36,CRD,6,0,0.5,1.5,0,8
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 12:41,CSH,15.5,0,0.5,0,0,16
05E92BA610BCD4AAD2459A208274ECA4,22FCBCE1F40AF3924470AE9327C3C005,VTS,1/13/2013 12:59,CRD,14.5,0,0.5,2,0,17
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 12:11,CRD,7.5,0,0.5,1.5,0,9.5
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 13:18,CSH,9,0,0.5,0,0,9.5
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 12:51,CSH,6.5,0,0.5,0,0,7
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 13:01,CSH,7,0,0.5,0,0,7.5
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 12:22,CRD,18.5,0,0.5,3.7,0,22.7
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 13:09,CSH,5.5,0,0.5,0,0,6
05F78AB52FD9C5614F90554F0EDCEC75,816648CC0B8740D3D764ADBAEFD15BC4,VTS,1/13/2013 14:24,CRD,5,0,0.5,1,0,6.5
062281602740F289FB3C49AD21C5A973,1879B9682160816891B3F3D65D062CD3,VTS,1/13/2013 2:10,CSH,9.5,0.5,0.5,0,0,10.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 11:07,CSH,6,0,0.5,0,0,6.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 7:05,CRD,10,0,0.5,2.5,0,13
062281602740F289FB3C49AD21C5A973,1879B9682160816891B3F3D65D062CD3,VTS,1/13/2013 3:20,CSH,32.5,0.5,0.5,0,4.8,38.3
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 10:33,CRD,6,0,0.5,1.2,0,7.7
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 9:51,CSH,4,0,0.5,0,0,4.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 9:30,CRD,14,0,0.5,2.25,0,16.75
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 10:54,CSH,5.5,0,0.5,0,0,6
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 11:13,CRD,16,0,0.5,1,0,17.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 13:23,CSH,8.5,0,0.5,0,0,9
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 10:40,CSH,6.5,0,0.5,0,0,7
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 8:01,CSH,5,0,0.5,0,0,5.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 8:17,CSH,5.5,0,0.5,0,0,6
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 11:50,CSH,7.5,0,0.5,0,0,8
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 14:05,CSH,7.5,0,0.5,0,0,8
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 12:59,CSH,8,0,0.5,0,0,8.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 11:37,CRD,7,0,0.5,0,0,7.5
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 12:40,CRD,11.5,0,0.5,2.88,0,14.88
062281602740F289FB3C49AD21C5A973,32DE80E20F3CDE459484DA4B7196F9D7,VTS,1/13/2013 14:25,CSH,5,0,0.5,0,0,5.5
06249D66D9C7B7EF9074AA8921CBFF72,700DFDEE64302C5F382E97BBB868115F,CMT,1/18/2013 18:57,CRD,9,1,0.5,2.1,0,12.6
0625F15DA2F374A90B225F2E8EC425DB,FBAD19FA76B05C6D85F0A46BE22B83E8,VTS,1/13/2013 3:27,CSH,8.5,0.5,0.5,0,0,9.5
0633F20382D071581F2897798EA60A57,114BDF9C5AAA384D4954D1F0C7CD1E06,VTS,1/13/2013 13:59,CRD,10.5,0,0.5,2,0,13
0633F20382D071581F2897798EA60A57,114BDF9C5AAA384D4954D1F0C7CD1E06,VTS,1/13/2013 13:28,CRD,8.5,0,0.5,2,0,11
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 9:32,CRD,6,0,0.5,1,0,7.5
0640F300788894DCD2E5DE1D65694F4A,6D05D4624F2D09A6C776C2ED82E1709D,VTS,1/13/2013 6:17,CSH,11.5,0,0.5,0,0,12
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 10:40,CRD,5.5,0,0.5,1.1,0,7.1
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 11:25,CRD,9,0,0.5,1,0,10.5
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 9:39,CSH,28.5,0,0.5,0,0,29
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 10:52,CSH,7,0,0.5,0,0,7.5
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 11:46,CRD,10,0,0.5,1,0,11.5
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 11:59,CRD,15.5,0,0.5,3.1,0,19.1
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 8:17,CRD,9,0,0.5,1.8,0,11.3
0640F300788894DCD2E5DE1D65694F4A,49A40C51CBB14E223500A0EFF4FF2063,VTS,1/13/2013 13:10,CSH,8,0,0.5,0,0,8.5
0659F329CF648F1C3FF29F0FB4B1BF72,D9DB2BED0E023D4F3E5BE0D43E63B7CF,VTS,1/13/2013 4:28,CSH,8,0.5,0.5,0,0,9
0659F329CF648F1C3FF29F0FB4B1BF72,6F451C863886C5C6C2A7E4DE4C1B7836,VTS,1/13/2013 11:12,CRD,3.5,0,0.5,1,0,5
0659F329CF648F1C3FF29F0FB4B1BF72,6F451C863886C5C6C2A7E4DE4C1B7836,VTS,1/13/2013 11:49,CSH,5.5,0,0.5,0,0,6
0659F329CF648F1C3FF29F0FB4B1BF72,6F451C863886C5C6C2A7E4DE4C1B7836,VTS,1/13/2013 11:57,CSH,10.5,0,0.5,0,0,11
0659F329CF648F1C3FF29F0FB4B1BF72,D9DB2BED0E023D4F3E5BE0D43E63B7CF,VTS,1/13/2013 3:34,CRD,7.5,0.5,0.5,1.6,0,10.1
0659F329CF648F1C3FF29F0FB4B1BF72,6F451C863886C5C6C2A7E4DE4C1B7836,VTS,1/13/2013 11:17,CSH,10.5,0,0.5,0,0,11
0659F329CF648F1C3FF29F0FB4B1BF72,6F451C863886C5C6C2A7E4DE4C1B7836,VTS,1/13/2013 10:54,CRD,11.5,0,0.5,3.45,0,15.45
